城市,行政区,楼宇名称,地址,楼宇性质,楼盘级别,入住日期,楼层,楼栋数,门洞数,租价,居住户数,入住人数,入住率,等候厅总数,等候厅媒体位,电梯总数,电梯媒体位,媒体位总数,大框数量,小框数量,受众描述,资源类型
宿迁,沭阳县,武夷国际城,上海南路93号,R-ap住宅,AAAA,2013,20,44.0,44.0,8446.0,3000+,3000+,0.6,0.0,0.0,44,,132.0,0.0,132.0,①+②+③+④+⑦,电梯框架
宿迁,沭阳县,阳光春天,福州路与重庆路,R-ap住宅,AAAA,2013,12-18,42.0,42.0,7656.0,3000+,3000+,0.9,0.0,0.0,42,,126.0,0.0,126.0,①+②+③+④+⑦,电梯框架
宿迁,沭阳县,阳光春天上城,孙巷路与中华西路,R-ap住宅,AAAA,2013,12-18,30.0,30.0,7418.0,2000+,2000+,0.9,0.0,0.0,30,,90.0,0.0,90.0,①+②+③+④+⑦,电梯框架
宿迁,沭阳县,桃源丽居,宁波路42号,R-ap住宅,AAAA,2013,12-18,32.0,32.0,5412.0,2000+,2000+,0.9,0.0,0.0,32,,96.0,0.0,96.0,①+②+③+④+⑦,电梯框架
宿迁,沭阳县,大唐院子,北京南路与广州路,R-ap住宅,AAAA,2013,12-18,23.0,23.0,9822.0,1500+,1500+,0.9,0.0,0.0,23,,69.0,0.0,69.0,①+②+③+④+⑦,电梯框架
宿迁,沭阳县,瑞祥花园,梦溪园南路与汇峰路,R-ap住宅,AAAA,2013,12-18,16.0,16.0,7982.0,1500+,1500+,0.9,0.0,0.0,16,,48.0,0.0,48.0,①+②+③+④+⑦,电梯框架
宿迁,沭阳县,嘉德花园,广州路,R-ap住宅,AAAA,2013,12-18,6.0,6.0,8235.0,900+,900+,0.9,0.0,0.0,6,,18.0,0.0,18.0,①+②+③+④+⑦,电梯框架
宿迁,沭阳县,远洋天铂3期,迎宾大道,R-ap住宅,AAAA,2013,12-18,16.0,16.0,7914.0,900+,900+,0.9,0.0,0.0,16,,48.0,0.0,48.0,①+②+③+④+⑦,电梯框架
宿迁,沭阳县,峰尚国际,学府南路108号,R-ap住宅,AAAA,2013,12-18,21.0,21.0,7278.0,1500+,1500+,0.9,0.0,0.0,21,,63.0,0.0,63.0,①+②+③+④+⑦,电梯框架
宿迁,沭阳县,盛源金城,金禾路47号,R-ap住宅,AAAA,2013,12-18,4.0,4.0,9852.0,900+,900+,0.9,0.0,0.0,4,,12.0,0.0,12.0,①+②+③+④+⑦,电梯框架
宿迁,沭阳县,流虹雅居,上海南路,R-ap住宅,AAAA,2013,12-18,46.0,46.0,6982.0,3000+,3000+,0.9,0.0,0.0,46,,138.0,0.0,138.0,①+②+③+④+⑦,电梯框架
宿迁,沭阳县,山南人家,南昌路,R-ap住宅,AAAA,2013,12-18,10.0,10.0,7821.0,900+,900+,0.9,0.0,0.0,10,,30.0,0.0,30.0,①+②+③+④+⑦,电梯框架
宿迁,沭阳县,海峰博士苑,上海南路与松江路交叉口,R-ap住宅,AAAA,2023,12-18,29.0,29.0,8521.0,1000+,1000+,0.85,0.0,0.0,29,,87.0,0.0,87.0,①+②+③+④+⑦,电梯框架
宿迁,沭阳县,湾河丽居,南湖街道松江路1号,R-ap住宅,AAAA,2024,12-18,67.0,67.0,8625.0,3200+,3200+,0.8,0.0,0.0,67,,201.0,0.0,201.0,①+②+③+④+⑦,电梯框架
宿迁,沭阳县,富源玖誉府,永康路,R-ap住宅,AAAA,2024,12-18,29.0,29.0,8241.0,900+,900+,0.8,0.0,0.0,29,,87.0,0.0,87.0,①+②+③+④+⑦,电梯框架
宿迁,,,,,,,,2464.0,3154.0,,,,,0.0,0.0,4107,,12260.0,0.0,12260.0,,电梯框架
张家港,城南区,丽景华都景园,张家港市暨阳湖大道8号,R-ap住宅,AAA,2011-10-01 00:00:00,24.0,11.0,24.0,21000.0,888.0,2500.0,94%,0.0,0.0,44,,176.0,0.0,176.0,①②⑥⑦,电梯框架
张家港,城南区,丽景华都丽园,张家港市暨阳湖大道8号,R-ap住宅,AAA,2011-10-01 00:00:00,9.0,3.0,8.0,22000.0,159.0,650.0,96%,0.0,0.0,8,,16.0,0.0,16.0,①②⑥⑦,电梯框架
张家港,城中区,清水湾[1期],张家港市沙洲路与永安路交叉口向南50米,R-ap住宅,AAA,2011/1/1,22.0,7.0,18.0,20000.0,416.0,1560.0,95%,0.0,0.0,18,,72.0,0.0,72.0,①②⑥⑦,电梯框架
张家港,城中区,清水湾[2期],张家港市沙洲路与永安路交叉口向南50米,R-ap住宅,AAA,2011/1/1,22.0,9.0,21.0,20000.0,480.0,1800.0,97%,0.0,0.0,21,,84.0,0.0,84.0,①②⑥⑦,电梯框架
张家港,城中区,清水湾[3期],张家港市沙洲路与永安路交叉口向南50米,R-ap住宅,AAA,2011/1/1,22.0,9.0,17.0,20000.0,720.0,2700.0,95%,0.0,0.0,31,,124.0,0.0,124.0,①②⑥⑦,电梯框架
张家港,城南区,国泰润园(不上房产),张家港市暨阳湖大道馨苑度假村西50米,R-ap住宅,AAA,2012-06-01 00:00:00,20.0,9.0,9.0,23000.0,556.0,1600.0,95%,0.0,0.0,18,,54.0,0.0,54.0,①②⑥⑦,电梯框架
张家港,城南区,南城花园,张家港市南苑西路39号,R-ap住宅,AA,2010-03-01 00:00:00,10.0,10.0,22.0,16000.0,600.0,1900.0,92%,0.0,0.0,23,,69.0,0.0,69.0,①②⑥⑦,电梯框架
张家港,城南区,蓝波金典,张家港市馨苑路188号,R-ap住宅,AAA,2009-01-01 00:00:00,15.0,8.0,26.0,18000.0,524.0,1650.0,96%,0.0,0.0,26,,78.0,0.0,78.0,①②⑥⑦,电梯框架
张家港,城中区,圣淘沙,张家港市金港大道98-100号,R-ap住宅,AA,2008-05-01 00:00:00,12.0,4.0,11.0,16000.0,520.0,1800.0,95%,0.0,0.0,11,,33.0,0.0,33.0,①②⑥⑦,电梯框架
张家港,城东区,雅美阁,张家港市河西南路西100米,R-ap住宅,AA,2009-06-01 00:00:00,11.0,5.0,8.0,19000.0,256.0,800.0,97%,0.0,0.0,8,,16.0,0.0,16.0,①②⑥⑦,电梯框架
张家港,城东区,帝景豪园[高层],张家港市华昌路230号,R-ap住宅,AA,2012/1/1,27.0,15.0,34.0,21900.0,820.0,2900.0,98%,0.0,0.0,41,,123.0,0.0,123.0,①②⑥⑦,电梯框架
张家港,城东区,帝景豪园[别墅区],张家港市华昌路230号,R-ap住宅,AA,2012/1/1,4.0,9.0,38.0,21900.0,304.0,1100.0,98%,0.0,0.0,38,,76.0,0.0,76.0,①②⑥⑦,电梯框架
张家港,城西区,四季花园,张家港市梁丰路与百桥路,R-ap住宅,AA,2008-05-01 00:00:00,14.0,17.0,32.0,22000.0,1067.0,3200.0,93%,0.0,0.0,32,,96.0,0.0,96.0,①②⑥⑦,电梯框架
张家港,城中区,皇家首座A区,张家港市沙洲中路与公园路,R-ap住宅,AAA,2011-06-02 00:00:00,12.0,7.0,24.0,24000.0,537.0,1800.0,91%,0.0,0.0,24,,72.0,0.0,72.0,①②⑥⑦,电梯框架
张家港,城西区,都市心海岸,张家港是国泰中路（购物公园东）,R-ap住宅,AA,2008-01-01 00:00:00,16.0,5.0,17.0,18000.0,485.0,1560.0,96%,0.0,0.0,27,,81.0,0.0,81.0,①②⑥⑦,电梯框架
张家港,城中区,翔和茗苑,张家港市通运路314号,R-ap住宅,AA,2011-01-01 00:00:00,12.0,2.0,6.0,20000.0,230.0,700.0,93%,0.0,0.0,9,,27.0,0.0,27.0,①②⑥⑦,电梯框架
张家港,城西区,阳光里程[1期](不上房产),张家港市百桥路8号,R-ap住宅,AA,2012/10/1,11.0,9.0,21.0,22800.0,460.0,1400.0,96%,0.0,0.0,21,,84.0,0.0,84.0,①②⑥⑦,电梯框架
张家港,城西区,阳光里程[2期](不上房产),张家港市百桥路8号,R-ap住宅,AA,2012/10/1,11.0,8.0,19.0,22800.0,410.0,1260.0,98%,0.0,0.0,19,,76.0,0.0,76.0,①②⑥⑦,电梯框架
张家港,城西区,阳光里程[3期](不上房产),张家港市百桥路8号,R-ap住宅,AA,2012/10/1,11.0,6.0,19.0,22800.0,410.0,1260.0,97%,0.0,0.0,19,,76.0,0.0,76.0,①②⑥⑦,电梯框架
张家港,城中区,城中城,张家港市暨阳中路,R-ap住宅,AA,2015-01-01 00:00:00,11.0,2.0,7.0,18000.0,168.0,500.0,92%,0.0,0.0,7,,21.0,0.0,21.0,①②⑥⑦,电梯框架
张家港,城中区,亨通广场,张家港市庆丰新村10幢,B-ap商住公寓,AA,2016-02-04 00:00:00,24.0,3.0,3.0,19000.0,800.0,2500.0,95%,0.0,0.0,6,,18.0,0.0,18.0,①②⑥⑦,电梯框架
张家港,城北区,北仓广场,张家港市海关路289号,B-ap商住公寓,AA,2017-03-04 00:00:00,6.0,3.0,6.0,11000.0,655.0,1900.0,95%,0.0,0.0,6,,18.0,0.0,18.0,①②⑥⑦,电梯框架
张家港,城西区,景巷花苑,张家港市百桥路景巷花苑,R-ap住宅,AA,2008-10-01 00:00:00,11.0,9.0,18.0,17000.0,1500.0,4600.0,95%,0.0,0.0,19,,76.0,0.0,76.0,①②⑥⑦,电梯框架
张家港,城中区,云龙大厦<大框>,张家港市暨阳中路466号,B-ap商住公寓,AA,2012-10-01 00:00:00,20.0,1.0,2.0,22000.0,262.0,800.0,94%,0.0,0.0,3,,12.0,12.0,0.0,①②⑥⑦,电梯框架
张家港,城中区,阳光水岸(不上房产),张家港市东环路330,R-ap住宅,AA,2009-08-01 00:00:00,12.0,2.0,8.0,21000.0,1550.0,1600.0,92%,0.0,0.0,8,,32.0,0.0,32.0,①②⑥⑦,电梯框架
张家港,城中区,三金大厦,张家港市通运路269号,B-ap商住公寓,AA,2016-08-01 00:00:00,6.0,1.0,1.0,12000.0,150.0,150.0,94%,0.0,0.0,2,,6.0,0.0,6.0,①②⑥⑦,电梯框架
张家港,城中区,航杨新村,张家港市通运路87-91号,B-ap商住公寓,AA,2019-01-01 00:00:00,12.0,6.0,15.0,16000.0,500.0,2600.0,98%,0.0,0.0,15,,30.0,0.0,30.0,①②⑥⑦,电梯框架
张家港,城南区,湖滨国际[1期](不上房产),张家港市金港大道湖滨国际,R-ap住宅,AAA,2013-01-01 00:00:00,30.0,6.0,16.0,22000.0,350.0,1100.0,97%,0.0,0.0,29,,107.0,0.0,107.0,①②⑥⑦,电梯框架
张家港,城南区,湖滨国际[2期](不上房产),张家港市金港大道湖滨国际,R-ap住宅,AAA,2013-01-01 00:00:00,30.0,7.0,16.0,22000.0,450.0,1300.0,97%,0.0,0.0,33,,132.0,0.0,132.0,①②⑥⑦,电梯框架
张家港,城中区,国泰现代城,张家港市杨舍镇人民中路103号,R-ap住宅,AAA,2018-01-01 00:00:00,12.0,3.0,12.0,15000.0,300.0,1500.0,96%,0.0,0.0,12,,36.0,0.0,36.0,①②⑥⑦,电梯框架
张家港,城东区,锦绣阳光,张家港市新航路与新丰路交叉路口,R-ap住宅,AA,2019-01-01 00:00:00,8.0,2.0,6.0,13000.0,120.0,450.0,98%,0.0,0.0,6,,12.0,0.0,12.0,①②⑥⑦,电梯框架
张家港,城西区,金城花园[1期],张家港市暨阳西路68号,R-ap住宅,AA,2005-01-01 00:00:00,12.0,12.0,29.0,17000.0,700.0,2200.0,96%,0.0,0.0,29,,87.0,0.0,87.0,①②⑥⑦,电梯框架
张家港,城西区,金城花园[2期],张家港市暨阳西路68号,R-ap住宅,AA,2005-01-01 00:00:00,12.0,8.0,20.0,17000.0,500.0,1700.0,96%,0.0,0.0,23,,69.0,0.0,69.0,①②⑥⑦,电梯框架
张家港,城北区,龙联朗郡,张家港市中兴中路与江帆路交叉路口东南侧,R-ap住宅,AA,2017-01-01 00:00:00,19.0,3.0,6.0,18000.0,240.0,800.0,95%,0.0,0.0,12,,36.0,0.0,36.0,①②⑥⑦,电梯框架
张家港,城中区,范庄花苑[1期],范庄路与城北路交叉口往西北约200米,R-ap住宅,AA,2011-01-01 00:00:00,11.0,8.0,23.0,15000.0,500.0,1500.0,98%,0.0,0.0,23,,69.0,0.0,69.0,①②⑥⑦,电梯框架
张家港,城中区,范庄花苑[2期],范庄路与城北路交叉口往西北约200米,R-ap住宅,AA,2011-01-01 00:00:00,11.0,8.0,24.0,15000.0,530.0,1600.0,98%,0.0,0.0,24,,72.0,0.0,72.0,①②⑥⑦,电梯框架
张家港,城中区,范庄花苑[3期],范庄路与城北路交叉口往西北约200米,R-ap住宅,AA,2011-01-01 00:00:00,11.0,7.0,18.0,15000.0,500.0,1500.0,98%,0.0,0.0,23,,69.0,0.0,69.0,①②⑥⑦,电梯框架
张家港,城中区,范庄花苑[4期],范庄路与城北路交叉口往西北约200米,R-ap住宅,AA,2011-01-01 00:00:00,11.0,6.0,16.0,15000.0,700.0,2200.0,98%,0.0,0.0,32,,96.0,0.0,96.0,①②⑥⑦,电梯框架
张家港,大新区,滨江龙湖湾,张家港市大新镇锦江路与平凝路交汇处,R-ap住宅,AA,2017-01-01 00:00:00,13.0,5.0,12.0,9000.0,210.0,600.0,98%,0.0,0.0,20,,60.0,0.0,60.0,①②⑥⑦,电梯框架
张家港,城中区,前溪锦苑[1期],张家港市沙洲东路274号,R-ap住宅,AA,2005-01-01 00:00:00,19.0,5.0,14.0,18000.0,1050.0,1800.0,98%,0.0,0.0,28,,112.0,0.0,112.0,①②⑥⑦,电梯框架
张家港,城中区,前溪锦苑[2期],张家港市沙洲东路274号,R-ap住宅,AA,2005-01-01 00:00:00,19.0,6.0,20.0,18000.0,960.0,2200.0,98%,0.0,0.0,28,,112.0,0.0,112.0,①②⑥⑦,电梯框架
张家港,城南区,吾悦华府[东区],张家港市杨舍镇金港大道338号,R-ap住宅,AA,2015-01-01 00:00:00,40.0,5.0,9.0,17000.0,1080.0,3500.0,98%,0.0,0.0,18,,72.0,0.0,72.0,①②⑥⑦,电梯框架
张家港,城南区,吾悦华府[西区],张家港市杨舍镇金港大道338号,R-ap住宅,AA,2015-01-01 00:00:00,40.0,7.0,11.0,17000.0,1700.0,5000.0,98%,0.0,0.0,22,,88.0,0.0,88.0,①②⑥⑦,电梯框架
张家港,城东区,君临新城[1期],张家港市北水渠路57号,R-ap住宅,AAA,2015-01-01 00:00:00,32.0,4.0,10.0,22000.0,1900.0,5500.0,97%,0.0,0.0,30,,90.0,0.0,90.0,①②⑥⑦,电梯框架
张家港,城东区,君临新城[2期],张家港市北水渠路57号,R-ap住宅,AAA,2015-01-01 00:00:00,32.0,5.0,13.0,22000.0,2500.0,7000.0,97%,0.0,0.0,36,,105.0,0.0,105.0,①②⑥⑦,电梯框架
张家港,城西区,百桥花园[1期],张家港市国泰南路,R-ap住宅,AA,2010-01-01 00:00:00,12.0,11.0,21.0,14000.0,260.0,800.0,96%,0.0,0.0,21,,84.0,0.0,84.0,①②⑥⑦,电梯框架
张家港,城西区,百桥花园[2期],张家港市国泰南路,R-ap住宅,AA,2010-01-01 00:00:00,12.0,9.0,23.0,14000.0,300.0,1000.0,96%,0.0,0.0,23,,92.0,0.0,92.0,①②⑥⑦,电梯框架
张家港,城西南,观唐逸墅,张家港市长安南路308号,R-ap住宅,AA,2015-01-01 00:00:00,5.0,6.0,15.0,24000.0,150.0,450.0,97%,0.0,0.0,30,,120.0,0.0,120.0,①②⑥⑦,电梯框架
张家港,城西南,银河大厦,张家港市港城大道旺西大道交界西如意通大厦南,Plaza写字楼,AAA,2014-01-01 00:00:00,12.0,1.0,1.0,14000.0,300.0,1000.0,97%,0.0,0.0,4,,8.0,8.0,0.0,①②⑥⑦,电梯框架
张家港,城南区,世茂九溪墅[1期],港城大道与暨阳湖大道交界处,R-ap住宅,AA,2016-01-01 00:00:00,30.0,11.0,18.0,20000.0,1288.0,3864.0,93%,0.0,0.0,36,,108.0,0.0,108.0,①②⑥⑦,电梯框架
张家港,城南区,世茂九溪墅[2期],港城大道与暨阳湖大道交界处,R-ap住宅,AA,2018-01-01 00:00:00,23.0,7.0,15.0,20000.0,465.0,1395.0,93%,0.0,0.0,25,,75.0,0.0,75.0,①②⑥⑦,电梯框架
张家港,城南区,世茂九溪墅[3期],港城大道与暨阳湖大道交界处,R-ap住宅,AA,2018-01-01 00:00:00,11.0,4.0,11.0,20000.0,220.0,660.0,93%,0.0,0.0,11,,33.0,0.0,33.0,①②⑥⑦,电梯框架
张家港,城南区,世茂九溪墅[4期],港城大道与暨阳湖大道交界处,R-ap住宅,AA,2019-01-01 00:00:00,32.0,9.0,17.0,20000.0,1100.0,3000.0,93%,0.0,0.0,32,,96.0,0.0,96.0,①②⑥⑦,电梯框架
张家港,城南区,世茂九溪墅[别墅高层],港城大道与暨阳湖大道交界处,R-ap住宅,AA,2019-01-01 00:00:00,10.0,3.0,4.0,20000.0,200.0,660.0,93%,0.0,0.0,8,,24.0,0.0,24.0,①②⑥⑦,电梯框架
张家港,金港区,金水湾,张家港市金港镇长江中路与天台南路交叉口,R-ap住宅,AA,2006-01-01 00:00:00,13.0,10.0,12.0,10000.0,2000.0,4500.0,98%,0.0,0.0,10,,20.0,0.0,20.0,①②⑥⑦,电梯框架
张家港,金港区,金港现代城,张家港市金港镇黄泗浦东路221号,R-ap住宅,AA,2007-01-01 00:00:00,11.0,6.0,6.0,9000.0,1500.0,1200.0,95%,0.0,0.0,6,,18.0,0.0,18.0,①②⑥⑦,电梯框架
张家港,金港区,镇山小区[3期],张家港市港区双龙南路西100米,R-ap住宅,AA,2018-01-01 00:00:00,20.0,12.0,18.0,6000.0,1120.0,5200.0,92%,0.0,0.0,36,,108.0,0.0,108.0,①②⑥⑦,电梯框架
张家港,金港区,镇山小区[4期],张家港市港区双龙南路西100米,R-ap住宅,AA,2018-01-01 00:00:00,20.0,12.0,24.0,6000.0,1120.0,7500.0,92%,0.0,0.0,48,,108.0,0.0,108.0,①②⑥⑦,电梯框架
张家港,金港区,金香花园[1期],张家港市江海中路,R-ap住宅,AA,2016-01-01 00:00:00,30.0,18.0,29.0,6000.0,900.0,2600.0,92%,0.0,0.0,58,,116.0,0.0,116.0,①②⑥⑦,电梯框架
张家港,金港区,金香花园[2期],张家港市江海中路,R-ap住宅,AA,2016-01-01 00:00:00,30.0,16.0,34.0,6000.0,1100.0,3500.0,92%,0.0,0.0,68,,136.0,0.0,136.0,①②⑥⑦,电梯框架
张家港,金港区,金香花园[3期],张家港市江海中路,R-ap住宅,AA,2016-01-01 00:00:00,30.0,11.0,24.0,6000.0,800.0,2300.0,92%,0.0,0.0,48,,96.0,0.0,96.0,①②⑥⑦,电梯框架
张家港,金港区,紫金国际,张家港市黄泗浦西路大润发西侧,R-ap住宅,AA,2013-01-01 00:00:00,16.0,8.0,19.0,12000.0,580.0,1780.0,90%,0.0,0.0,19,,19.0,0.0,19.0,①②⑥⑦,电梯框架
张家港,金港区,紫竹庭园,张家港市金桥路与晨丰公路交叉口,R-ap住宅,AA,2013-01-01 00:00:00,11.0,14.0,21.0,9000.0,450.0,1450.0,95%,0.0,0.0,21,,21.0,0.0,21.0,①②⑥⑦,电梯框架
张家港,金港区,滨江御园[1期],张家港市金港镇中港南路与蟠港东路交汇处,R-ap住宅,AA,2017-01-01 00:00:00,12.0,7.0,23.0,9000.0,552.0,1200.0,85%,0.0,0.0,23,,46.0,0.0,46.0,①②⑥⑦,电梯框架
张家港,金港区,滨江御园[2期],张家港市金港镇中港南路与蟠港东路交汇处,R-ap住宅,AA,2017-01-01 00:00:00,12.0,10.0,26.0,9000.0,624.0,1300.0,85%,0.0,0.0,28,,56.0,0.0,56.0,①②⑥⑦,电梯框架
张家港,城西区,尚城国际,苏州市张家港市杨舍镇百桥路小河坝路交汇处,R-ap住宅,AA,2015-01-01 00:00:00,18.0,14.0,23.0,21806.0,1100.0,3500.0,0.96,0.0,0.0,47,,141.0,0.0,141.0,①②⑥⑦,电梯框架
张家港,城西区,星奕湾[高层],江苏省苏州市张家港市永安路泗阳路交汇处北50米杨舍中队对面,R-ap住宅,AA,2020-01-01 00:00:00,17.0,5.0,24.0,20338.0,300.0,600.0,65%,0.0,0.0,24,,72.0,0.0,72.0,①②⑥⑦,电梯框架
张家港,城西区,星奕湾[叠加],江苏省苏州市张家港市永安路泗阳路交汇处北50米杨舍中队对面,R-ap住宅,AA,2020-01-01 00:00:00,4.0,5.0,17.0,20338.0,300.0,500.0,65%,0.0,0.0,17,,51.0,0.0,51.0,①②⑥⑦,电梯框架
张家港,城西区,中联皇冠[1期],苏州市张家港市白鹿路188号,R-ap住宅,AA,2011-01-01 00:00:00,11.0,6.0,16.0,24234.0,500.0,1500.0,96%,0.0,0.0,16,,44.0,0.0,44.0,①②⑥⑦,电梯框架
张家港,城西区,中联皇冠[2期],苏州市张家港市白鹿路188号,R-ap住宅,AA,2011-01-01 00:00:00,11.0,13.0,36.0,24234.0,600.0,1800.0,96%,0.0,0.0,40,,119.0,0.0,119.0,①②⑥⑦,电梯框架
张家港,城北区,中联君悦,张家港市杨舍镇人民西路3号,R-ap住宅,AA,2014-01-01 00:00:00,18.0,3.0,7.0,19000.0,298.0,900.0,98%,0.0,0.0,14,,28.0,0.0,28.0,①②⑥⑦,电梯框架
张家港,城西区,甲江南[1期],张家港市杨舍镇国泰南路1号,R-ap住宅,AA,2011-01-01 00:00:00,18.0,9.0,13.0,20524.0,800.0,1600.0,92%,0.0,0.0,19,,57.0,0.0,57.0,①②⑥⑦,电梯框架
张家港,城西区,甲江南[2期],张家港市杨舍镇国泰南路1号,R-ap住宅,AA,2011-01-01 00:00:00,18.0,8.0,12.0,20524.0,900.0,1700.0,92%,0.0,0.0,16,,48.0,0.0,48.0,①②⑥⑦,电梯框架
张家港,城西区,甲江南[3期],张家港市杨舍镇国泰南路1号,R-ap住宅,AA,2011-01-01 00:00:00,18.0,9.0,15.0,20524.0,1366.0,2500.0,92%,0.0,0.0,26,,78.0,0.0,78.0,①②⑥⑦,电梯框架
张家港,城北区,朗诗国泰城,华昌路555号,R-ap住宅,AAA,2016-01-01 00:00:00,25.0,11.0,15.0,27850.0,922.0,2500.0,97%,0.0,0.0,30,,120.0,0.0,120.0,①②⑥⑦,电梯框架
张家港,城东区,未来城,张家港暨阳东路张高中向东,R-ap住宅,AAA,2015-01-01 00:00:00,15.0,9.0,24.0,23007.0,600.0,1500.0,95%,0.0,0.0,27,,108.0,0.0,108.0,①②⑥⑦,电梯框架
张家港,城南区,鼎尚花园[高层1期],张家港市杨舍镇北庄路与暨阳湖大道交叉口南150米,R-ap住宅,AA,2015-01-01 00:00:00,23.0,7.0,18.0,20974.0,750.0,1800.0,97%,0.0,0.0,28,,56.0,0.0,56.0,①②⑥⑦,电梯框架
张家港,城南区,鼎尚花园[高层2期],张家港市杨舍镇北庄路与暨阳湖大道交叉口南150米,R-ap住宅,AA,2015-01-01 00:00:00,23.0,7.0,17.0,20974.0,650.0,1500.0,97%,0.0,0.0,21,,42.0,0.0,42.0,①②⑥⑦,电梯框架
张家港,城南区,鼎尚花园[别墅区1期],张家港市杨舍镇北庄路与暨阳湖大道交叉口南150米,R-ap住宅,AA,2015-01-01 00:00:00,4.0,9.0,22.0,20974.0,300.0,600.0,97%,0.0,0.0,22,,44.0,0.0,44.0,①②⑥⑦,电梯框架
张家港,城南区,鼎尚花园[别墅区2期],张家港市杨舍镇北庄路与暨阳湖大道交叉口南150米,R-ap住宅,AA,2015-01-01 00:00:00,4.0,6.0,11.0,20974.0,200.0,500.0,97%,0.0,0.0,11,,22.0,0.0,22.0,①②⑥⑦,电梯框架
张家港,城东区,金新城悦府,张家港市暨阳东路(东渡实验学校东侧),R-ap住宅,AAA,2016-01-01 00:00:00,26.0,9.0,13.0,23126.0,686.0,1500.0,97%,0.0,0.0,25,,75.0,0.0,75.0,①②⑥⑦,电梯框架
张家港,,,,,,,,602.0,1353.0,,,,,0.0,0.0,1870,,5559.0,20.0,5539.0,,电梯框架
太仓,太仓,景瑞悦庭,建业路15号,R-ap住宅,AAA,2021.0,17-18,17.0,18.0,12104.0,671,1877,0.65,0.0,0.0,22,,52.0,0.0,52.0,①②③④⑤⑥⑦,电梯框架
太仓,太仓,君悦豪庭北区,新华西路158号,R-ap住宅,AAA,2006.0,14-22,14.0,22.0,13381.0,325,729,1.0,0.0,0.0,14,,28.0,0.0,28.0,①②③④⑤⑥⑦,电梯框架
太仓,太仓,君悦豪庭南区,新华西路158号,R-ap住宅,AAA,2006.0,14-22,14.0,22.0,13381.0,371,834,1.0,0.0,0.0,16,,32.0,0.0,32.0,①②③④⑤⑥⑦,电梯框架
太仓,太仓,太仓翡翠湾,东古路58号,R-ap住宅,AAA,2015.0,6-7,6.0,7.0,20464.0,1573,4329,0.78,0.0,0.0,28,,60.0,0.0,60.0,①②③④⑤⑥⑦,电梯框架
太仓,太仓,太仓望府,常胜南路88号,R-ap住宅,AAA,2015.0,22-28,22.0,28.0,21301.0,1742,4988,0.88,0.0,0.0,35,,65.0,0.0,65.0,①②③④⑤⑥⑦,电梯框架
太仓,太仓,星著雅苑,岳新路与台中路交汇处,R-ap住宅,AAA,2023.0,18,18.0,18.0,14000.0,-,-,0.98,0.0,0.0,35,,70.0,0.0,70.0,①②③④⑤⑥⑦,电梯框架
太仓,太仓,天珵花苑,上海东路105号,B-ap商住公寓,AAA,2018.0,11-25,11.0,25.0,28199.0,826,2411,0.98,0.0,0.0,34,,34.0,0.0,34.0,①②③④⑤⑥⑦,电梯框架
太仓,太仓,天璞璟苑,弇山西路112号,B-ap商住公寓,AAA,2023.0,18,18.0,18.0,18800.0,-,-,0.98,0.0,0.0,8,,8.0,0.0,8.0,①②③④⑤⑥⑦,电梯框架
太仓,太仓,上上海花城,龙江路266号,R-ap住宅,AAA,2010.0,11-27,11.0,27.0,9184.0,2887,8551,0.98,0.0,0.0,13,,36.0,0.0,36.0,①②③④⑤⑥⑦,电梯框架
太仓,太仓,江南花苑,新鹿路43号,R-ap住宅,AAA,1996.0,6-10,6.0,10.0,6716.0,344,1020,0.98,0.0,0.0,12,,36.0,0.0,36.0,①②③④⑤⑥⑦,电梯框架
太仓,太仓,金御湾,人民北路35号,R-ap住宅,AAA,2012.0,16-18,16.0,18.0,14111.0,465,1385,0.98,0.0,0.0,17,,50.0,0.0,50.0,①②③④⑤⑥⑦,电梯框架
太仓,太仓,天琴雅苑,隆达路4号,R-ap住宅,AAA,2023.0,17-19,17.0,19.0,7984.0,314,906,0.92,0.0,0.0,16,,32.0,0.0,32.0,①②③④⑤⑥⑦,电梯框架
太仓,太仓,伴湖雅苑一期,"新港西路,近新横路",R-ap住宅,AAA,2021.0,7-18,7.0,18.0,13023.0,389,992,0.92,0.0,0.0,16,,32.0,0.0,32.0,①②③④⑤⑥⑦,电梯框架
太仓,太仓,伴湖雅苑二期,"新港西路,近新横路",R-ap住宅,AAA,2021.0,7-18,7.0,18.0,13023.0,382,944,0.92,0.0,0.0,14,,28.0,0.0,28.0,①②③④⑤⑥⑦,电梯框架
太仓,太仓,锦著天逸一期,瑞江路56号,R-ap住宅,AAA,2015.0,11-34,11.0,34.0,10528.0,635,1846,0.98,0.0,0.0,14,,30.0,0.0,30.0,①②③④⑤⑥⑦,电梯框架
太仓,太仓,锦著天逸二期,瑞江路56号,R-ap住宅,AAA,2015.0,11-34,11.0,34.0,10528.0,690,1998,0.98,0.0,0.0,16,,38.0,0.0,38.0,①②③④⑤⑥⑦,电梯框架
太仓,,,,,,,,167.0,276.0,,,,,0.0,0.0,310,,631.0,0.0,631.0,,电梯框架
常熟,虞山镇,世茂创梦世纪(一期）,虞山镇珠江东路,R-ap住宅,AAA,2005-01-01 00:00:00,29.0,7.0,18.0,28000.0,1520.0,6108.0,1.0,0.0,0.0,36,,170.0,170.0,0.0,①⑦②③⑤,电梯框架
